Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
I,1.225,0.9375,0.2875,15.7906715,6.44951125,3.78465825,5.00368675,8
I,0.8125,0.6,0.1875,4.309124,1.8427175,0.86465975,1.2757275,6
M,1.1,0.875,0.35,12.7856245,4.8477645,1.99863975,5.216308,16
I,1.1625,0.8875,0.225,12.26115875,5.68407475,2.097863,3.61456125,9
I,0.9875,0.8,0.25,8.71747125,4.2240755,1.51669825,2.551455,8
I,0.875,0.65,0.2125,4.932813,1.99863975,0.97805775,1.70097,10
F,1.3125,1.0375,0.425,23.60095875,7.81028725,4.77689075,8.788345,13
F,1.2625,0.95,0.3625,18.4555245,8.32057825,5.386405,4.819415,12
M,1.475,1.15,0.3875,25.684647,9.2702865,4.20990075,9.4970825,15
F,1.2875,1.0375,0.325,21.659018,7.824462,5.556502,7.087375,13
M,1.3875,1.1,0.3375,25.58542375,10.78698475,5.96756975,7.93786,13
M,1.5625,1.175,0.425,33.06969175,13.05494475,7.27164675,11.18387775,11
M,1.575,1.225,0.3875,35.50774875,17.860185,6.973977,8.1930055,9
F,1.4375,1.075,0.3875,22.55202725,9.87980075,5.45727875,6.23689,9
M,1.325,1.0625,0.325,21.13455225,8.49067525,3.84135725,6.9456275,10
I,1.2875,1.0,0.3375,19.74542675,9.07184,3.55786225,4.9611625,9
I,0.85,0.6375,0.1875,5.10291,2.11203775,1.13398,1.48834875,6
M,1.7875,1.4125,0.4375,55.35239875,21.67319275,11.86426575,11.72251825,10
M,1.475,1.1,0.375,27.08794725,10.375917,6.87475375,8.3631025,11
M,1.5625,1.225,0.4375,37.77570875,16.17338975,7.6827145,11.4815475,10
M,1.45,1.075,0.3125,25.84056925,12.643877,5.88252125,3.4302895,10
I,1.4,1.0875,0.3375,20.41164,9.3269855,2.9199985,7.1157245,11
M,1.6125,1.25,0.4375,36.457457,16.00329275,8.164656,10.942907,12
M,0.875,0.6625,0.225,6.39281225,2.82077525,1.37495075,1.984465,7
F,1.6875,1.275,0.4875,39.179009,17.13727275,9.00096625,11.24057675,10
F,1.625,1.1875,0.4125,39.33493125,16.44271,9.87980075,8.77417025,9
M,1.3875,1.075,0.4125,21.47474625,7.75358825,4.63514325,7.7961125,13
F,1.4625,1.1375,0.425,28.19357775,12.06271225,7.4559185,8.06543275,11
I,1.35,1.025,0.3375,19.91552375,8.788345,5.0178615,5.6699,8
M,0.85,0.6875,0.225,5.85417175,2.05533875,1.2190285,1.984465,10
F,1.5875,1.25,0.4375,41.8722115,19.391058,8.51902475,11.056305,12
F,1.6125,1.3125,0.475,41.48949325,18.75319425,9.73805325,12.3320325,19
F,1.3625,1.025,0.3125,19.66037825,8.43397625,4.139027,5.953395,11
F,1.5125,1.2,0.35,28.0943545,13.42348825,6.64795775,6.80388,8
M,1.525,1.25,0.4125,36.04638925,13.93377925,5.2446575,13.891255,12
M,1.0375,0.8625,0.3375,10.95708175,3.628736,1.984465,4.195726,13
M,1.575,1.2375,0.4,30.9860035,14.0897015,6.2652395,8.9300925,12
M,1.5625,1.2375,0.4625,39.22153325,20.14231975,8.51902475,9.7805775,11
I,1.4375,1.0625,0.3375,22.58037675,10.319218,5.556502,6.7755305,10
I,1.1,0.8625,0.3,13.8062065,5.57067675,3.061746,4.53592,14
M,1.7875,1.375,0.4375,51.7378375,26.591831,10.78698475,12.47378,11
F,1.375,1.1,0.3125,21.6873675,9.355335,6.02426875,6.9456275,9
M,1.4,1.125,0.3625,26.52095725,12.0485375,4.66349275,7.72523875,11
I,1.0,0.7875,0.2125,7.58349125,3.288542,1.65844575,2.16873675,6
M,1.3,0.9625,0.4125,22.4244545,10.6310625,5.10291,5.14543425,10
M,1.725,1.3125,0.5,50.53298375,25.98231675,9.42620875,13.0691195,12
F,1.575,1.2,0.4125,35.76289425,15.60639975,7.8528115,11.01378075,10
I,0.9375,0.6125,0.25,11.169703,4.706017,2.5798045,3.18931875,6
I,0.8875,0.675,0.1875,5.03203625,2.2396105,0.89300925,1.530873,6
F,1.6625,1.25,0.4375,49.384829,16.8679525,8.57572375,20.5533875,21
M,1.5,1.2,0.4125,25.98231675,11.72251825,5.57067675,7.72523875,9
F,1.55,1.35,0.4125,32.2900805,14.16057525,6.90310325,10.1207715,11
M,1.6125,1.2625,0.4125,37.0527965,12.28950825,7.427569,14.74174,10
F,1.4125,1.0,0.325,19.77377625,8.71747125,4.72019175,5.10291,8
I,0.7375,0.55,0.175,3.86970675,1.63009625,0.83631025,0.9922325,6
I,1.425,1.1125,0.3625,20.99280475,8.674947,4.876114,5.17378375,12
F,1.175,0.8875,0.35,12.2753335,4.32329875,2.6932025,4.309124,12
F,1.725,1.375,0.5,44.4803655,19.4761065,10.41844125,13.04077,12
I,1.1125,0.825,0.25,12.3887315,4.6209685,2.14038725,4.819415,13
F,1.7875,1.4125,0.6,62.35472525,20.53921275,13.1825175,25.0893075,17
M,1.575,1.225,0.475,33.38153625,13.99047825,9.53960675,8.0796075,11
I,0.75,0.5375,0.125,3.35941575,1.360776,0.63786375,1.190679,4
F,1.5875,1.2125,0.475,39.02308675,17.973583,8.17883075,11.509897,11
I,1.0875,0.8375,0.25,9.34116025,3.6570855,1.984465,3.118445,7
F,1.8625,1.425,0.5375,63.786375,32.78619675,12.643877,15.819021,9
M,1.5,1.175,0.375,26.308336,11.97766375,5.1879585,7.7961125,8
M,1.6,1.2625,0.3875,33.89182725,15.77649675,5.9817445,9.808927,11
M,1.3,0.95,0.3375,16.51358375,7.10154975,4.43669675,4.9611625,8
I,1.05,0.8125,0.25,10.432616,4.74854125,1.77184375,3.21766825,11
M,1.4875,1.2125,0.375,30.71668325,15.03940975,6.5487345,7.824462,8
I,1.275,1.0125,0.3125,19.26348525,9.82310175,3.95475525,5.159609,8
F,1.225,0.95,0.325,15.2803805,6.4920355,3.84135725,4.6776675,12
I,1.3,0.95,0.3125,15.71979775,8.164656,3.67126025,4.7343665,8
I,1.4375,1.1125,0.425,22.72212425,9.85145125,4.15320175,7.087375,9
F,1.3125,1.075,0.4125,20.3265915,8.1930055,4.94698775,5.5281525,10
I,1.375,1.1625,0.375,26.535132,13.6361095,4.932813,6.90310325,9
F,1.5125,1.2,0.375,30.5891105,12.77144975,8.03708325,8.3064035,10
F,0.9,0.675,0.225,5.34388075,2.39553275,1.09145575,1.5592225,5
M,1.25,0.9625,0.3625,21.58814425,6.973977,5.5281525,5.783298,14
M,1.25,0.95,0.3125,16.3576615,7.6260155,3.58621175,4.35164825,9
M,1.775,1.3875,0.4875,55.23900075,26.80445225,10.67358675,14.0330025,12
I,1.2875,1.0,0.3,18.6823205,7.66853975,5.0745605,4.819415,13
M,1.0125,0.7625,0.2125,7.38504475,3.24601775,1.68679525,2.4097075,8
I,0.35,0.2625,0.0875,0.396893,0.15592225,0.07087375,0.113398,3
F,1.7,1.2875,0.4375,45.88366575,14.52911875,11.5949455,17.57669,12
M,1.45,1.125,0.35,28.7180435,10.77281,6.123492,10.20582,14
M,1.6,1.2625,0.45,36.7693015,16.726205,8.85921875,10.2908685,11
M,1.6375,1.45,0.5125,58.98113475,27.1871705,9.68135425,17.0380495,17
I,1.4,1.0625,0.3375,23.26076475,10.53183925,5.2446575,6.690482,9
M,1.2625,1.025,0.3125,18.200379,8.1930055,3.7704835,4.3941725,9
M,1.7375,1.375,0.5375,55.46579675,20.19901875,15.3370795,16.726205,14
F,1.7,1.375,0.4375,50.972401,23.1048425,11.12717875,12.8990225,19
M,1.425,1.1125,0.375,27.99513125,14.288148,5.8683465,7.0590255,8
I,1.175,0.8875,0.3125,14.1464005,5.953395,2.79242575,4.3941725,8
I,1.55,1.1875,0.4,25.7129965,10.5176645,4.7343665,8.71747125,11
M,1.2875,1.05,0.35,21.8007655,7.10154975,4.365823,8.221355,13
I,1.1875,0.9125,0.3,14.69921575,7.597666,3.10427025,3.86970675,8
F,1.5,1.2,0.4125,32.16250775,12.85649825,7.654365,9.4970825,10
I,0.875,0.65,0.225,5.00368675,2.041164,1.00640725,1.63009625,7
M,1.0125,0.775,0.25,10.9145575,4.9044635,2.59397925,3.118445,7
F,1.5125,1.1625,0.3875,31.18445,15.5071765,7.55514175,7.32834575,10
M,1.4625,1.125,0.375,28.2644515,11.49572225,8.0229085,7.1157245,11
M,1.6375,1.3125,0.45,39.745999,17.690088,8.32057825,10.3475675,13
M,1.25,0.95,0.3875,18.71067,7.52679225,3.86970675,6.0951425,19
M,1.55,1.25,0.5,34.6147395,13.05494475,7.4559185,12.190285,12
I,0.925,0.7,0.2125,5.613201,2.28213475,1.28990225,1.644271,5
M,1.1625,0.9,0.2875,16.42853525,8.3631025,3.95475525,3.40194,7
F,1.75,1.3375,0.4375,50.2636635,19.29183475,13.60776,14.514944,15
I,0.85,0.625,0.175,6.30776375,2.948348,1.20485375,1.5592225,7
F,1.4875,1.1625,0.375,31.19862475,15.35125425,4.706017,7.5126175,8
M,1.5625,1.175,0.3625,50.61803225,19.1359125,7.0023265,9.19941275,13
F,1.6125,1.3125,0.425,38.838815,17.39241825,8.0229085,9.63883,10
I,1.225,0.9625,0.2875,19.3627085,9.25611175,4.57844425,4.6776675,13
F,1.625,1.3,0.4875,46.13881125,19.5328055,11.07047975,12.246984,11
F,1.3125,0.95,0.35,17.19397175,5.499803,4.18155125,5.953395,14
F,1.325,1.025,0.4125,23.00561925,6.80388,4.7910655,6.80388,19
M,1.7375,1.3625,0.4625,44.55123925,18.83824275,10.87203325,12.77144975,13
F,1.3375,1.125,0.3375,22.89222125,9.128539,5.1312595,7.087375,13
M,1.65,1.3375,0.475,45.08987975,18.21455375,8.4198015,14.67086625,9
I,1.15,0.9125,0.2875,14.4865945,6.70465675,3.345241,3.4869885,7
M,1.3625,1.0375,0.35,23.24659,13.08329425,3.6003865,6.180191,9
M,1.6375,1.3375,0.5125,46.62075275,20.70930975,10.19164525,13.04077,13
M,1.3,1.05,0.4,21.1203775,7.2291225,4.4508715,8.17883075,11
I,0.75,0.55,0.2,3.4302895,1.34660125,1.190679,0.9922325,5
I,1.1,0.9125,0.2875,14.2030995,6.90310325,2.381358,4.15320175,9
I,0.6375,0.475,0.1875,2.45223175,0.97805775,0.58116475,0.7087375,5
F,1.4875,1.125,0.375,31.581343,16.62698175,6.25106475,7.087375,11
I,1.1,0.8125,0.25,11.80756675,5.2446575,2.45223175,3.118445,6
F,1.6125,1.2875,0.4375,43.828327,19.94387325,10.3475675,11.7650425,10
F,1.55,1.2,0.425,31.31202275,15.1669825,7.087375,8.1363065,10
I,1.4125,1.0875,0.3875,22.169309,7.69688925,4.762716,8.0796075,14
F,1.55,1.2,0.4125,28.70386875,15.09610875,12.37455675,9.185238,10
F,1.525,1.2125,0.525,38.11590275,15.1669825,6.25106475,14.5999925,20
F,1.0,0.75,0.2875,8.57572375,3.78465825,1.31825175,2.65067825,8
F,1.1875,1.0,0.2875,15.3370795,5.273007,2.90582375,5.953395,13
M,1.5,1.2,0.225,29.766975,12.9557215,7.61184075,7.93786,8
I,0.6,0.4625,0.175,2.02698925,0.737087,0.510291,0.7087375,6
M,1.3875,1.1,0.3625,24.097075,11.80756675,4.77689075,6.520385,8
I,1.2875,0.975,0.3125,16.17338975,6.747181,3.58621175,5.2446575,8
F,1.55,1.275,0.45,34.9549335,16.782904,7.767763,9.128539,10
I,0.7875,0.575,0.2,3.89805625,1.54504775,0.8788345,1.26155275,5
M,1.0625,0.8125,0.2375,10.73028575,4.83358975,2.26796,2.83495,7
F,1.4625,1.1375,0.325,24.81998725,11.6516445,5.85417175,6.3786375,8
M,0.6625,0.5,0.1625,2.381358,0.963883,0.29766975,0.850485,7
F,1.375,1.0875,0.425,25.060958,8.15048125,4.66349275,7.93786,14
I,1.0875,0.8125,0.275,10.4042665,4.52174525,2.26796,2.9766975,6
F,1.6125,1.25,0.45,36.24483575,15.15280775,8.49067525,9.7805775,13
I,1.3875,1.075,0.375,22.1976585,9.7805775,4.97533725,7.0023265,9
M,1.6875,1.3125,0.4,36.38658325,16.215914,7.81028725,10.04989775,13
M,0.825,0.625,0.225,5.5848515,2.4097075,1.1623295,1.71514475,10
F,1.4375,1.15,0.4,31.2694985,15.252031,6.2652395,7.0590255,9
M,1.6375,1.3625,0.475,40.38386275,17.93105875,9.4403835,10.716111,10
M,1.125,0.8375,0.3125,9.8939755,3.3735905,2.99087225,3.2601925,10
I,0.825,0.6625,0.225,5.10291,1.927766,1.020582,1.70097,6
F,1.25,1.0,0.4125,20.14231975,7.654365,4.12485225,6.3786375,20
F,1.3125,1.0375,0.375,20.28406725,6.67630725,4.8477645,7.654365,13
M,1.5625,1.1875,0.4375,38.00250475,18.597272,8.0229085,9.5537815,10
M,1.4375,1.1,0.4,27.25804425,13.6928085,4.706017,7.7961125,13
F,1.675,1.325,0.5625,44.26774425,17.860185,13.8062065,10.56018875,11
M,1.3875,1.05,0.3625,24.64989025,8.71747125,7.29999625,7.087375,14
M,1.225,0.9875,0.35,15.5638755,6.27941425,3.61456125,4.252425,11
I,0.7875,0.575,0.0,3.798833,1.63009625,0.80796075,9.93649975,6
I,0.8625,0.6375,0.2375,5.1879585,2.1262125,1.09145575,1.70097,6
F,1.225,0.9125,0.3625,17.98775775,5.65572525,4.60679375,6.23689,10
M,0.925,0.7,0.2625,6.633783,2.56562975,1.65844575,2.1262125,9
F,1.2625,1.025,0.375,18.257078,8.0796075,4.1106775,5.953395,11
I,1.075,0.8125,0.275,10.41844125,3.84135725,2.65067825,3.40194,13
F,1.875,1.525,0.5875,71.11472075,34.926584,14.7133905,17.349894,14
I,0.975,0.7125,0.25,7.9662095,3.61456125,1.757669,2.1829115,7
M,1.225,0.9625,0.3125,17.2648455,8.68912175,2.721552,5.03203625,8
F,1.8,1.375,0.45,43.09124,18.0586315,9.2135875,12.3320325,10
M,1.5,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666,8
F,1.625,1.2625,0.4125,38.4702715,16.23008875,7.9662095,12.190285,11
M,1.325,1.0875,0.3375,20.87940675,9.28446125,3.72795925,6.23689,12
I,1.1875,0.875,0.3,13.90542975,5.76912325,3.685435,3.8271825,7
M,1.45,1.125,0.375,26.2799865,7.824462,5.14543425,10.20582,14
F,1.6875,1.375,0.4375,47.8823055,19.674553,10.5176645,13.437663,13
M,1.3125,1.0375,0.4,18.27125275,7.37087,4.46504625,6.23689,12
M,1.65,1.2875,0.4875,44.38114225,20.82270775,10.0073735,10.942907,9
I,0.975,0.725,0.25,6.30776375,2.6932025,1.31825175,2.0695135,7
F,1.375,1.0625,0.3625,22.5945515,8.4198015,4.252425,7.5126175,9
M,1.4375,1.1125,0.35,20.8935815,9.2135875,3.98310475,6.7188315,10
M,1.5875,1.275,0.3875,27.952607,11.4815475,6.39281225,8.788345,10
F,1.1875,0.9375,0.35,14.2030995,5.443104,3.33106625,4.9611625,13
F,1.35,1.05,0.35,22.77882325,10.77281,5.11708475,5.953395,9
M,1.25,0.9375,0.325,20.4399895,8.66077225,4.89028875,6.23689,14
F,1.6875,1.3375,0.4,39.972795,16.782904,9.00096625,11.90679,16
M,1.3125,1.0125,0.3375,21.47474625,9.36950975,6.123492,5.5281525,10
M,1.2375,0.9375,0.3875,27.669112,12.757275,6.47786075,7.01650125,9
F,1.525,1.2125,0.375,35.16755475,17.08057375,8.26387925,8.74582075,12
M,1.3875,1.1,0.375,23.756881,11.77921725,4.139027,6.520385,8
M,1.675,1.3125,0.4875,40.83745475,18.69649525,7.58349125,12.0485375,9
F,1.3,0.9875,0.45,18.14368,4.479221,3.118445,6.9456275,22
M,1.3,1.0,0.3,16.44271,6.633783,3.72795925,5.2446575,8
F,1.425,1.0875,0.375,23.51591025,10.98543125,4.422522,6.9456275,10
I,1.4375,1.125,0.3625,22.5378525,10.319218,4.26659975,7.37087,10
I,1.0375,0.8,0.275,10.58853825,4.9611625,2.14038725,3.0900955,7
I,1.275,0.95,0.2875,14.61416725,6.0951425,3.21766825,4.706017,8
F,1.2625,0.975,0.3125,15.43630275,6.973977,4.252425,3.98310475,7
I,0.5125,0.3875,0.1125,1.40330025,0.66621325,0.3118445,0.396893,3
F,1.3125,1.0125,0.2875,20.41164,8.80251975,5.42892925,5.6699,14
I,1.225,0.9625,0.35,15.37960375,5.613201,3.6003865,4.9611625,11
F,1.5875,1.2625,0.425,40.1145425,17.1514475,8.4198015,10.3475675,15
F,1.5,1.1875,0.3875,30.0221205,12.5021295,5.386405,11.056305,11
I,0.9375,0.7125,0.2,6.406987,2.76407625,1.13398,2.05533875,7
I,0.9625,0.75,0.3125,9.7238785,4.83358975,2.08368825,2.2963095,7
I,1.0375,0.775,0.2375,9.63883,5.1312595,1.6159215,2.3530085,6
I,1.35,1.0625,0.35,21.035329,9.07184,3.95475525,7.087375,9
M,1.1875,0.925,0.3125,18.3988255,9.8372765,3.855532,4.025629,8
M,1.575,1.175,0.3625,31.19862475,14.74174,7.37087,7.824462,9
M,1.45,1.1,0.4375,34.74231225,15.32290475,7.66853975,9.25611175,10
F,1.6,1.2625,0.4375,37.37881575,17.53416575,8.561549,9.39785925,9
M,1.6,1.275,0.475,45.7277435,17.61921425,10.2341695,13.324265,14
F,1.2125,0.9375,0.3375,15.762322,5.45727875,3.72795925,4.77689075,10
I,1.2875,0.875,0.2625,13.45183775,6.0384435,3.4869885,3.61456125,10
F,1.2875,0.9375,0.275,17.19397175,8.51902475,3.7137845,4.252425,6
I,1.1125,0.825,0.3,9.8372765,3.40194,2.381358,2.9766975,11
I,1.3625,1.075,0.35,21.885814,8.1930055,5.386405,7.41339425,8
I,0.8875,0.7,0.2125,8.23552975,2.6932025,1.11980525,3.2601925,7
F,1.6375,1.275,0.4,30.957654,11.226402,8.00873375,10.489315,14
